Rating,Title,Review,Movie,NPS,Classificação,Confiança
1.0,"Would've given it 4, but the deliberately lazy making forced a 1","SPOILERS AHEAD! First off, the positives. The idea is really good and opened up so many ways in which the film could've gone. Willem Dafoe and Andrew Garfield give thoroughly entertaining performances, while the rest of the cast were pretty functional (yeah, Tobey seemed uninterested and JK Simmons was underutilized).

Now, I know Spiderman is a kid and all that but why would he possibly choose to save guys who would've killed at least 30 people in the action scene that they appeared in? Because May spouted some pseudo-wisdom? I know it seems like nitpicking but that's such a glaring characterization error. Hence, the plot is weak and entirely reliant on nostlagia to save the day (which it does, for MCU fans).

Raimi's trilogy really has good characters who actually have some chemistry between them and the scenes are wonderfully staged. In MCU spiderman, the laziness in filmmaking and production is evident. It's almost like Feige thought ""Okay we have this cool idea to bring back the other 2 so let's just whip up a movie"". Director Jon Watts' biggest hassle would've been to safeguard the secrecy of the cameos I guess. The CGI is awful in many scenes and the post credit scene which has a trailer for Dr Strange Multiverse of Madness shows a superior quality of making just from 1 or 2 minutes of footage.

As an aspiring filmmaker myself, I felt really bad for other directors who have a voice and really want to tell a story and give a cinematic experience, in a world where films like FFH, Black Widow and NWH are what the mass audiences want. At least it's good for the theaters as PTA said.

MCU is like the broiler chicken of film history. Filled with formulae and easy to make but long term impacts are, well...yet to be seen.

P. S: I opened an IMDb account just to write this review.",Spider-Man: No Way Home,Detrator,Detrator,0.75315920834967
10.0,Phenomenal,This movie was for all gens old and new. It's marvels dark knight. William defo was phenomenal it shows us he still gots it . Andrew got a big pop in the theater and Toby got grown men crying . The ending was way too long but it was good. I suggest seeing this more than once if ur a marvel fan.,Spider-Man: No Way Home,Promotor,Promotor,0.7851035699184808
10.0,Amazing - Truly Unforgettable,"Amazing. I was so hyped for this film, similar levels to End Game. Tom, Andrew & Toby on screen together. Wow. I'll watch this movie over and over again. Thank you.",Spider-Man: No Way Home,Promotor,Promotor,0.7891259976926872
9.0,Nostalgia and sweetness...,Best film of 2021. No doubt. Loved the fact that they brought back Andrew and Tobey. Great seeing all the past actors. Ready for Dr. Strange II...on to the multiverse.,Spider-Man: No Way Home,Promotor,Neutro,0.7123318093109321
1.0,Wth,I am 2 minutes in and I already want to shut this garbage off. Tom Holland is awful hes unwatchable. Its an extension of the last awful movie. I knew when people said it was good I just couldn't believe it.,Spider-Man: No Way Home,Detrator,Detrator,0.665504496855072
8.0,This is amazing!,"I really liked this movie! I'm a big fan of the Marvel cinematic universe. I have been waiting for this movie for a long time and was not disappointed! Gorgeous acting. Sometimes it seemed to me that the film was shot in reality) Intricate plot twists and a gorgeous video sequence! The meeting of three epochs, so to speak. But I'd rather not spoiler.

In general, I am absolutely delighted. I went to the premiere at the cinema and it was magical!

I advise everyone to look ) Thank you very much to the directors and actors who took part in the creation of this wonderful film!",Spider-Man: No Way Home,Neutro,Promotor,0.7480381570170465
10.0,Blockbuster that lives up to the hype,There was so much hype and promise leading up to this movie and I was not disappointed. It exceeded my expectations. Along with blockbuster cameos and appearances was a great spiderman story that made this movie so great.,Spider-Man: No Way Home,Promotor,Promotor,0.8010494501172842
5.0,Nothing special a lot of action but boring and predictable,"Nothing special a lot of action but boring and predictable! May be it is good for kids and not a serious movie even in genre of marvel, it is not a fantasy it is not science fiction it is just over complicated fairytale! Cheap tricks bring all Spider-Man's together! Humor and jokes really poor! Boring to watch!",Spider-Man: No Way Home,Detrator,Detrator,0.7713565114518393
9.0,"Not a masterpiece, but it will go down in history","I didn't expect it to be that good. They did an amazing job and hit right in the nostalgia.

The jokes were good(there 1-2 cringe though), they introduced us the old Spidermans with a really smart way and the villains were also really good. It had the amount of drama and brutality it needed and the music was also amazing.

The only that I was a bit meh with was the ending. I don't understand what happened in the Maguire's and Garfield's world. Did they forget everything that happened and the story changed or something else? And it's also kinda sad that Tom ended up completely alone but with a new trilogy planned we have more to see so I'm not really worried.

It was amazing, beautiful, it was a lifetime experience and I will never forget it. Remember guys, with great power...",Spider-Man: No Way Home,Promotor,Neutro,0.7598145963953639
10.0,AMAZIING FCINK AMAZING,"Just watch it man.

What a movie.

I can't even think what just happened. You need to see this phenomenal film. You not gonna regret it. I went to the cinema with high expectation and marvel improved that, giving me times when I couldn't even breath because of the action on it.",Spider-Man: No Way Home,Promotor,Promotor,0.7562186961057472
10.0,BEST SPIDER-MAN FILM EVER,"Just when you thought Jon Watts couldn't out-do himself, he does it again with No Way Home. Absolutely LOVED every moment in this film. Without giving away spoilers, I can 100% guarantee to everyone that this is the BEST Spider-Man film of all time.

Hats off to the director, cast, crew and everyone else involved!!!!",Spider-Man: No Way Home,Promotor,Promotor,0.8054729446626478
3.0,A total waste of time,"I rarely write reviews, but this time I'll make an exception: this is one of the worst movies I've ever seen.

I wish there was a spell to go back in time and prevent myself to step into the movie theatre. Dull, boring, annoying don't even begin to describe how awful it is. I have no idea why this movies gets praised as much as it does.

I give it three stars instead of one because the animation on the credits it' s pretty cool.",Spider-Man: No Way Home,Detrator,Detrator,0.7321993575108214
6.0,"Missed the mark, should have been better","Left me bored and wishing it was written and directed by someone else.

It had the chance to be great, but was more like a depressing drama with rushed in action scenes.",Spider-Man: No Way Home,Detrator,Detrator,0.72685947194871
10.0,"Yes, it absolutely delivers what you want to see!","Phase 4 hasn't got off to the best of starts. Far from home suffered from post Endgame fatigue and could never reach the hights of its immediate predecessor.

Shang Chi was fun and enjoyable; but they tried to fit 2-3 movies worth of content into a single outing, resulting in ideas that were never explored, too many characters to develop and important pay offs that felt rushed.

The Eternals landed to a lukewarm reception that was still probably warmer than it deserved. Generally, it dragged and failed to entertain in more than brief doses.

The various TV Series have been extremely mixed in both their overall quality and even the quality of individual episodes.

So, the expectations for No Way Home were extremely high...and I was worried that that film hype might be writing cheques that its butt couldn't cash.

However I need not have worried. It not only wrote the cheques but they cleared promptly when cashed.

There are a few plot holes that it's best not to think about and some of the characters seem to be a bit inconsistent with their motivations and behaviour, but aside from that, it knocks this one out of the park.

The script is pretty tight, it's well acted and it delivers the right pacing without any real second act boredom. I'm a heavy smoker and if I make it through a whole film without craving a smoke, its a good film. In this case, not only did the film not give me time to crave one, I genuinely forgot I smoked until I got back to the car afterwards!

This film shows that the MCU can still absolutely get the job done when they are working with the right casting, writers and characters.

Yes, there were genuine emotional moments and I did find a tear in my eye...but not at the part you would imagine once you've watched it. Yes that was sad but it was a supporting characters moment of redemption that did it for me. Managing to do something that turned out extremely badly last time they attempted it.

I'm not crying...you're crying! You will know it when you see it!",Spider-Man: No Way Home,Promotor,Promotor,0.7566627288253248
10.0,Nostalgia,"It's got all that we fans were waiting for amazing story, plot and vfx loved this new take on Spider-Man with an old twist watch now and remember don't spoil it for anyone if you have watched it.",Spider-Man: No Way Home,Promotor,Neutro,0.7043400596865813
8.0,Great Collaboration But rehashing other stories,"Make no mistake I enjoyed the movie from beginning to end, My problem was that it didn't really seem more spider man movie as opposed to just more spider Men ,bringing back villains from all the other movies seems like a great Call back but you ascribe it a lack of imagination and you know trying to point out that this Peter Parker has a better heart than the rest. Which does he really. He was going to kill someone.",Spider-Man: No Way Home,Neutro,Neutro,0.72771264138971
10.0,This will be your new top 10 movie,This movies whole setting and story line is very in base and led with the first two with Tom Holland is amazing. This movie is definitely the best out of the first 2 with Tom Holland.,Spider-Man: No Way Home,Promotor,Promotor,0.7623425153931955
10.0,Nostalgic Masterpiece,"By far the greatest Spider-Man film and by far the greatest marvel film ever made! This really isn't your typical overhyped superhero film.

I enjoyed absolutely every minute of it and was amazed at the writing of the storyline linking both past and present.

I really don't think they could of done it any better and the nostalgic feeling from The Green Goblin & Dr Octo back with the original actors is something I've never felt watching a film before.

Thankyou so much to everyone involved in making this. 10/10.",Spider-Man: No Way Home,Promotor,Promotor,0.766089898217809
9.0,The most amazing Spiderman.,"I'm not going to lie, having heard so many great things about this film made me a little dissapointed during the first hour of this film. Sure, it was enjoyable but I was expecting something spectacular waiting anxiously on the edge of my seat. But, in the end i was so far from dissapointed. This movie truly has everything a good ""superhero"" movie can have. Lots of great friendship and love scenes, fight scenes and those really, really intense scenes. But the thing that makes this movie stand out the most is because spiderman carries the sense of humanity. This movie made me cry, laugh, irritated and even a little bit angry sometimes and that's what makes it so great. The emotions made it the best spiderman movie so far. One moment that really made me cry was when Garfield (spiderman 3) catches MJ, not wanting Holland (spiderman 1) to feel the same sorrow he felt for Gwen. I also feel like you get the most out of this movie if you've watched all of the spiderman movies made, it gets you really sentimental.

If you haven't seen this movie yet then you really have to as soon as you can, one of the best movies i've seen this year.",Spider-Man: No Way Home,Promotor,Promotor,0.7252712313795201
9.0,Un Regalo para los amantes incondicionales de Spiderman,"La pelicula es un espectaculo a nivel visual, narrativo y contiene TODO lo indispensable para los fans de Spiderman sin perder ningun detalle. La interpretación de Dafoe es impecable.",Spider-Man: No Way Home,Promotor,Promotor,0.699417981746572
10.0,My story with Spiderman,"I believe everyone has their own stories and memories about Spiderman. Here's mine. Spiderman (2002) was the first ever superhero film I've ever watched. I've watched the movie countless of time. I've even bought a Spider suit and I was just 5 years old at that time. After almost 20 years and 24 years old now, I've finally seen the best Spiderman movie that ever made.

To some people it might just be an ordinary Marvel's movie but to us, it's more than that.

I watched this movie on the 15th December, the day it released in Malaysia. I've got no expectations although I've seen a lot of rumours everywhere but Marvel dealt with it pretty good. Just hire someone to make a fake clip about the film and the fans is gonna think the rumors is probably fake. Honestly, it's also a pretty good strategy by Marvel as the rumors not only hype up the movie but also make people wanted to watch the film just to confirm whether the rumors is true or not.

Back to the movie, the beginning was fine until 40-50 minutes and I've even forgotten about the rumors while watching the movie until Ned started to make a portal. I didn't expect anything and probably think they're gonna find Tom using that but noooo. It reveals a Spider man with a different suit and then someone in the cinema suddenly started shouting. I was like why?? Is Andrew and Tobey going to appears now? Then the spiderman ran towards the portal and jump in. Still I think it could probably be Tom from other dimension or just some stunt actor. It was until that Spiderman revealed his face. Voilaaaa it's ANDREW GARFIELD!!!! Everyone in the cinema went crazy and just shouting like we've just won World Cup. It was then the tears from my left eyes started falling. It was at that time I saw hope. And then of course there's only Andrew in it and I've seen a rumors saying only Andrew going to be in it so I kept my expectations low. Then Ned started to create another portal. Everyone in the cinema was on their seats. Is it Tobey? Is it Tobey? Then voila!!! TOBEY MAGUIRE!!!!!! The crowd in the cinema just went crazy and it felt like an earthquake!!! At this moment the tears from my right eyes just fell. It sure is a happy tears 😭. I was so happy that all Spiderman is in the movie.

Not only the fans voice was heard but the meme that we've seen all over social medias was in it too. It's like dream comes true for all Spiderman fans out there and it's sooooo freaking satisfying. Seeing 3 Spider-Man swings together was the coolest scene in the entire movie and this movie just changed the way people looked at Andrew Garfield's Spiderman. I'm just glad he managed to save MJ in this universe as he failed to save his Gwen in his universe. I cried on this scene too after looking at Andrew's face who managed to saved MJ. So glad he did it.

Not only that, the reference the movie used is all related to the past Spiderman movies which is not part of Marvel. I know a lot of people hated Sony due to the rights they owned but this time Sony did make a great decision and I bet it will be the best decision Sony ever made because this movie is definitely going down in the history as the best Spiderman movie ever made.

Other than that, there is some lacking in terms of the plot but having Tobey, Andrew and Tom in the same movie is going to make all the fans out there forgets about the flaws. All the fans ever wanted is for their voice to be heard and this is enough because the fans will felt like they are part of it. So yeahhh D *cough* C listen to your fans out there.

Well other than that, watching this film also reminds me of my good childhood memories because 5 years after the first Spider-Man movie was released, my parents broke out and ever since then, I was in depression until now. Watching this movie reminds me how happy and different I was at that time as I was always happy before everything just broke down into pieces. So yeahh, to me this is not just some movie but a key that unlock back my happiest memories.

Thank you Marvel, Sony and the entire production crew for making this movie happened. And this is why, this will be one of the best Marvel's film ever.",Spider-Man: No Way Home,Promotor,Promotor,0.6883843789514028
8.0,Pops wasn't impressed. But I was,"I think this film is for a certain age. One that can enjoy it for nostalgia.

I was sat next to my 12 year old and my dad at 75.

I'm 36.

I felt at times it was slow and predictable.

Then when fighting started I was thrown into action packed fun. Had its moments of sadness and cheeky laughter.

But all in all. I would watch again and would probably like it more.

My 12 year old said she liked it ,but the green goblin was scary at times. I agreed. William played his part perfectly and reminded us that he's a spectacular actor.

My dad I could hear sighing quite a few times. And when the other spidermen turned up he gave a loud ""oh god why"". That made me regret bringing him as he was quite lost as to what was happening.

And at the end of the film was not a happy bunny.

But to be fair I think it might have been paying £30 for 3 small popcorn and some drinks that started him off.

I don't think he liked the playful attitude of Tom Holland and said that Spider-Man was over for him. He liked the Toby Maguire ones and that is that.

So yeah.

Make your own minds up.",Spider-Man: No Way Home,Neutro,Neutro,0.7229526784404752
7.0,Very Fun Movie,"I enjoyed this from start to finish. Definitely can see myself watching it many times over in the future.

I was blown away in the theater. The roaring crowd brought me back to what it felt like watching Endgame opening nights. Definitely a very rare experience that only Marvel has seemed to pull off since 1977's Star Wars. So that in itself is very admirable.

Though I rate this film a 10/10 for the experience I had in the theater, I'm not going to rate the film itself on the adrenaline rush built up by an enthusiastic crowd. I'm taking a big step back and judging the story itself here. I'd give this a 7.5/10 (IMDb doesn't allow decimal increments lol). Far far farrr from bad but also not quite Oscar-worthy.",Spider-Man: No Way Home,Neutro,Promotor,0.8245629028531161
10.0,What. a. film.,"The perfect marvel film. Struggling to put into words exactly how awesome this film was. Matching the MCU spider man with the villains of marvel past us just the most ridiculous idea on paper but this next phase of marvel films just pulls it right out of the bag.

If you are are a marvel fan and are contemplating seeing it, just go see it. Now. Go. You will NOT be disappointed.",Spider-Man: No Way Home,Promotor,Promotor,0.8010170556746999
9.0,Epic,The most epic of all the Spider-Man films! It also contains the most fan service. It is a pure joy to see them pull together so many characters into one huge extravaganza. I put this right up there with Into the Spider-Verse.,Spider-Man: No Way Home,Promotor,Promotor,0.7475817836792049
10.0,"Enthralling, exciting and simply amazing","I came out of this film feeling exhilarated and emotional. I won't spoil anything but suffice to say this is a must see for Spidey, Marvel or Superhero fans.

The acting and action in this film is immense, the plot grand and everything in between was just perfect. Everyone involved in bringing this film to fruition should be immensely proud.",Spider-Man: No Way Home,Promotor,Promotor,0.791402753925947
1.0,You're losing your touch Marvel,"I was sceptical about going to watch this film, because after all the spoilers that came out on social media (courtesy of Tom Holland) I thought that there would be no surprises in the movie. However, being a dedicated Marvel fan I believed they will surpass whatever they have shown in the trailers. I was so wrong.

Let's begin with the appearances of the other 2 Spidermen, Andrew Garfield and Toby Maguire. All of us knew they are in the movie, courtesy of spoilers, but could their appearances not have been atleast at different points in the movie? Instead they appear one after the other, like some TV show hosts. As soon as you see the second gateway being opened by Ned, you know it's gonna be Toby. Since when did Marvel movies become so predictable? Also, they showed all the villains from multiverses in the trailers. ALL OF THEM! Why couldn't you keep atleast one hidden for the movie? A little bit of suspense maybe?

Then comes the fight/action sequences. I daresay that this movie has the worst/least exciting fight sequences in all the 8 Spiderman live action movies ever made. Don't agree with me? Remember the last fight sequence from 'Far From Home', and how Spidey just ravages through Mysterio's drones, or the Electro vs. Spidey in The Amazing spiderman 2 with Garfield. The sequences in this movie are way too weak, when you take into consideration that it has triple the strength.

Some good bits though, like how the have portrayed Aunt May, and her importance in Peter's life. Really loved it. Also, Daredevil's appearance was a shocker, although nothing much came out of it. And I have always loved Benedict Cumberbatch's comic timing as Dr. Strange, or Stephen. But all in all, this was a just a dent in a legacy overhyped by overpaid teenagers on social media, and people going gaga over it without even setting real expectations. Very disappointed!",Spider-Man: No Way Home,Detrator,Detrator,0.7380112035175057
10.0,Epic,"Best Spider-Man to date. Made me feel like a child again. Did not disappoint. Had the right amount of action, humour, sadness and Easter eggs. I was worried it will be another bloated avengers type movie. But I wasn't disappointed.",Spider-Man: No Way Home,Promotor,Promotor,0.7475817836792049
10.0,Best Spider-Man film in a long time!!!,"Finally there is a Spider-Man film in the MCU that lives up to the hype!!! The first two film Homecoming and Far From Home were good but not close to the level of Sam Raimi's first two Spider-Man films. The two Amazing Spider-Man films with Andrew Garfield were ok but just didn't connect with me. The two MCU Spider-Man films with Tom Holland were a step in the right direction but also just weren't that memorable. With Tom Holland as Peter Parker/Spider-Man they went back to a younger, goofier vibe. Both films were very funny but not great superhero films. More comedy than action with some stakes and emotion.

With a sort of messy first act No Way Home finally gave me the Spider-Man film I was waiting for. With what has become a staple of Marvel films it changes from very light and jokey to kind of dark at times. The story is very high concept with what most everybody knows from the trailers are appearances by characters from other Spider-Man films. I was worried that this would be just a gimmick and the characters would be just quick cameos but they are truly part of the story and are all given their moments. Benedict Cumberbatch as Doctor Strange is good and has a good chemistry with Tom Holland. The relationship between Peter Parker and his girlfriend MJ and Ned are central again here. Both Zendaya and Jacob Batalon are really good in their roles. Tom Holland is finally given a chance to BE Spider-Man. In the other two films he's done he was really good as Peter. Funny and awkward. But also unsure as Spider-Man. This time he really grows into the role and it great to see. The action scenes are really good but the most important thing is that I cared about what was happening on the screen. The fact that so many characters were brought back could have been a disaster but because it's more than just fan service and they are given good screen time it works well. The audience I was watching the film in was really into it. Alot if cheering. I missed that in the last almost 2 years. Watching a big blockbuster in a full theater. It was fun.

The last couple of Marvel films haven't been that good. With Spider-Man: No Way Home Marvel gets back on track. In my opinion it is up there with the better MCU entries.

Grade: A-",Spider-Man: No Way Home,Promotor,Promotor,0.8001172820708295
10.0,Ridiculous,"This movie is....epic. This movie was phenomenal. Great acting, awesome villains. And marvel knocks it out of the park as usual. I highly recommend you go see this movie more than once. The post credit scenes are great as well.",Spider-Man: No Way Home,Promotor,Detrator,0.7038107806964169
7.0,Not as good as expected but still very good.,"Tbh i thought electro would be a lot cooler villain. They could've done a lot more with him for the last battle scene (at least they gave him a better haircut). Sandman was kinda boring and didn't do much either. Really the only person that had a good battle scene between Tom Holland was Green Goblin. Other than that the fight scenes were pretty underwhelming to say the least. At least they had Andrew and Tobey in the movie though so that kinda made up for it. I nearly cried when Aunt May died. You could really feel Tom's emotions. After she died, you could tell he wanted to give up and didn't want to try anymore. Pretty good movie other than the fight scenes. And to the people who are giving this a 10/10 and saying it is better than Endgame. You are crazy! Endgame is way better.",Spider-Man: No Way Home,Neutro,Neutro,0.7680663574622408
9.0,Never thought we would ever use plural form of 'Spider-Man',"What a damn kickass movie it has been... I wept at the demise of Iron man in Avengers - Endgame and was very dismayed that there wouldn't be anything great than 'End game' to look forward from Marvel... However this one just restores the faith in Marvel again.... Wow... WOW WOW... What an entertaining flick this is.

Coming to the movie, I warn you guys that for the first time my review has got spoilers as I can't contain my excitement after such surreal experience... Read it on your own risk

As the movie begins, first five minutes into it the background score makes you groove your body to the music & just hypnotizes into the spidey world, felt great....

And then the bridge sequence thrills you and makes you feel good about being crazy of MARVEL movies, it's a great fight sequence.... The Duel between Dr. Strange and Avenger Spider-Man is whole lot of a different ball together that I have no words to express... The mirror dimensional sequence and the math that Spidey brings into it is such a great idea that it's a proof why we really adore & are obsessed about Marvel movies.

And not to miss that the crowd went crazy on Doc Octopus entry, ppl were actually screaming like hell on an entry of a villian (that's how well the people are connected to yester year Spiderman-2 that they remember the antagonist too)...

The scream grew much louder on the entry of Green Goblet (villian from SM-1)at this moment I wished Tobey should show up as Spiderman based on logic that if villian returned due to spell of Dr. Strange how the hero could be left from returning.

And then Andrew Garfield shows up as Spiderman, the crowd echoed in cheerful screaming, and at this moment I was nervous that will Tobey show up or not citing his age, did he agree to work in this one or not and while I was busy in these thoughts - the most humble, loving neighborhood guy shows up on the screen as Peter Parker and that's when the whole hall ROARED in celebration, literally everyone shouted their lungs out in jubilation.... I thought it was only me who was wishing to see Tobey to come on screen but to my surprise everyone who loves spidey was also dying for the same magic even if it were to be just a comeo

And just when all the three Spider-Mans team up... the excitement, fun and adreline rush gets tripled (Never in my wildest thoughts I imagined there would be a time or need to use plural for Spiderman 😝😝)

The moment all the three Spider-Mans fling into sky, the theater reverberated into thunderous euphoric mood 💥💥💥🕺🕺🕺

Even before Iron man came into existence in 2008, I was spidey fan despite of having Superman owing to my fondness for Tobey Maguire and this movie today is very special to reliving my memories as teenager from 2002 who was awestruck by the Spiderman movie back then.

Well to conclude, this one is a hell of a roller coaster ride that one should definitely board to feel some great experience of entertainment, you won't regret this ride for sure .... And to tell you more about it... everyone was so enjoying and celebrating this movie that, a dialouge from first movie in 2002 came up and crowd echoed chanting it ""With great Power, comes Great responsibility"", that's how Marvel had its spell on audience... Just incredible 👌👏👏",Spider-Man: No Way Home,Promotor,Neutro,0.6787439334444868
4.0,Disappointed,"Wow, you guys lied to me. This movie was so disappointing, I was actually at a loss for words when I left the cinema. I am so confused, irritated, & disappointed.

Dialogue was not interesting or funny.

I did not feel emotionally attached to any of the characters, except maybe MJ & Andrew Garfield ( Who is my least favorite Spider-Man )

The ending is absolutely garbage.

I was really looking forward to this movie and I am literally shocked at how bad it was.

""There was no interpretation of what happened to the villains and their respective universes."" (A note from my husband, who is also extremely disappointed with the movie.)",Spider-Man: No Way Home,Detrator,Detrator,0.7640581009085438
8.0,One of the best spiderman movies,"Movie was really good. Finally they give a proper story for Tom's spidy. Story was solid, no big deal. But i personally didn't like the way they introduce Toby and Andrew. CGI was bad sometimes.

And they have used too much jokes, every single situation is filled with jokes. Its bother me to feel the movie sometimes. However movie is enjoyable cause these spider men's chemistry. So I give it 8/10.",Spider-Man: No Way Home,Neutro,Promotor,0.7973279657109196
9.0,one of the greatest superhero films ever made,"This might be better than spider-man 2 and into the spider-verse.

This film delivered almost everything i wanted and even things that i expected going in still managed to surprise me. I was grinning from ear to ear almost the whole movie (aside from the sad scenes, which there's a few).

This was a pure joy to watch on opening night and im sure i will watch it many, many more times.

9/10.",Spider-Man: No Way Home,Promotor,Promotor,0.8022819648869854
8.0,The 3 Amigos ....,"So far the best Holland´s Spider-Man movie because of the much anticipated 3 Amigos reunion plus the 5 villains from the previous movies.

Great CGId action, and plenty of drama with a main character dying.

This is in times a much obscured movie since the last Avengers movie.

3 more of Holland´s on the way.",Spider-Man: No Way Home,Neutro,Promotor,0.6970831572329106
10.0,A Spiderman movie as good as the Original Trilogy,"Wow, What can I say about this movie?, For one thing it's so much better than ""Far From home"" (2019), It's so good in fact, That it even rivals the first two Spider-Man/Tobey Maguire movies as far as story and acting goes and quality as well, Which is really good, And the special effects are top notch!, So down to the story, Following the ending of ""Far from home"" where Mysterio (Jake Gyllenhaal) reveals Peter Parker is Spider-Man!, So everyone now knows Peter Parker's secret Identity, The media follows him relentlessly, The police and other authority figures want to question Peter Parker/Spiderman, His friends and families lives are affected negatively as well, So what must Spider-Man do?, Ask for Doctor Strange's help of course and make everyone forget he is Spider-Man with a Spell, And of course the spell goes horribly wrong and that's when the movie gets really interesting, Such a good movie, I really enjoyed it, Great job Marvel Studios!, You have really out done yourselves!",Spider-Man: No Way Home,Promotor,Promotor,0.7459542479209611
1.0,Inability to be serious,"Spider man is unmasked and revealed to be Peter Parker... and it's a joke? Not everything has to be a punchline, and man does this movie not understand that. Sick of Marvel pandering to the lowest common denominator, make art not money. Do better.",Spider-Man: No Way Home,Detrator,Neutro,0.6696686522902818
6.0,Cool but bit Boring at some Point,"It's a cool movie, but sometimes it gets really boring. More could have been done with it. For example, more combat scenes or more plot twists. But by and large not bad, and the surprises are also cool :)

Looking forward to See what Marvel got us in the future with all this multiverse thing. Excited about Strange 2.",Spider-Man: No Way Home,Detrator,Neutro,0.7784230389221819
10.0,Best spider man movie,I believe this movie deserves 9/10 rating because it's bringing back my childhood and end not one but three separate incomplete stories in one movie with an happy & sad ending after movie ended I'm happy for Tobey & Andrew at the same time I'm sad for Tom.,Spider-Man: No Way Home,Promotor,Promotor,0.6942488678996543
10.0,My First Favourite super hero is back,"My all time favourite super heroes are back and assaulting with their own style and Zendaya you're face has no words to say. Finally Andrew,you got MJ but that scene i really cried you think about Gwen .

Totally amazing fantastic action movie. Im a Marvel fan and No way home made me child again. We are all falls in 2002 Tobby Maguire thanks Mr. Kevin.

My lovable hero ,My favourite and also my friends are amazed with you spidyyy.",Spider-Man: No Way Home,Promotor,Promotor,0.7358787362875038
7.0,"Amazing for the fan service, not so much for the film making","A pretty good ending of the trilogy. Spider-Man: No Way Home is in no way an amazing movie but does have aspects to it. Initially, after watching this film, I think everyone was just amazed by what they had witnessed and were over-joyed by what Marvel had given them. However, this movie is a messy mix of okay storytelling and fan service. Jon Watts definitely improved on his former movies with this film, but it was not a great film as it's made out to be.

This film begins with an entertaining sequence in which Peter and MJ are swinging around New York to get away from the angry population which accuse Peter of killing Mysterio. However, this sequence slowly builds into a boring first 30 minutes of the story with the only thing to keep you entertained being the appearance of Charlie Cox's, Matt Murdock. This is a really cheap way to keep the audience entertained while watching. I'm not going to lie, I loved this movie when it came out for these reasons however now I looks back, fan service doesn't make a movie.

After these first 30 minutes you finally get introduced to the first 'villain' of the film being Dr Octavius. This fight scene in particular is just fine, not a standout though. It was also over fairly quick with nothing really entertaining about it. My favourite fight of the film was at Happy Hogan's apartment. It was very entertaining with great choreography and some really interesting elements. They added emotion in this scene incredibly with Aunt May's death which created a really interesting dynamic for such an innocent Peter Parker to follow.

After this scene we get the fan service we were all waiting for which was Tobey Maguire and Andrew Garfield making an appearance. It was also very entertaining to watch all 3 of the Spider-Men work and fight together but the final fight felt a bit too rushed in how it did things until Peter was fighting the Green Goblin. This very final fist fight between them was very well done, it carried the emotion well and led into a good ending to the film.

Overall, I think Jon Watts created the best film of the trilogy here but there was a lot that could've been improved. Extremely Entertaining to watch but just filled with fan service and no real developed plot.",Spider-Man: No Way Home,Neutro,Neutro,0.7597580830632155
10.0,THE INNER CHILD IN ME EXPLODED,No words can be described of the feeling I got when seeing all my favorite villains together. I have no idea how they pulled it off. Just to say tobey look good in the new Spider-Man makes me very happy.,Spider-Man: No Way Home,Promotor,Promotor,0.7062410354242955
10.0,I'm literally crying,"Oh my god! Is this a movie or what? I'm just crying like my all dreams come true. Not going to say more, doesn't give you spoilers, but if anyone doesn't see the movie in theatre's, trust me they lost many things. Just go and roar in theaters.",Spider-Man: No Way Home,Promotor,Detrator,0.6586638739250746
